Name,Year,Duration,Genre,Rating,Votes
Shaapit: The Cursed,2010,145,"Adventure, Horror, Romance",5.4,844
Shabd,2005,140,"Drama, Thriller",5.1,1359
Shabnam,1949,154,"Drama, Family, Romance",6.6,32
Shabnam Mausi,2005,150,"Action, Biography, Drama",6.2,56
Shabri,2011,98,"Action, Crime, Drama",5.6,136
Shackle,2015,99,Drama,7.4,20
Shagird,2011,143,"Action, Crime, Drama",7.1,1946
Shaheed,1948,164,"Drama, Romance",7.2,74
Shaheed,1965,150,"Biography, Drama, History",7.9,344
Shaheed-E-Azam,2002,173,"Biography, Drama, History",6.8,27
Shahenshah,1988,175,"Action, Adventure",6.3,1945
Shahenshah,1953,123,Action,4.6,9
Shahid,2012,129,"Biography, Drama",8.2,15659
Shahjehan,1946,121,"Drama, History, Romance",6.9,30
Shahji ki Advice,2006,73,Comedy,7.4,25
Shahrukh Bola 'Khoobsurat Hai Tu'... And She Believed in It,2010,89,"Comedy, Drama",5,1043
Shair,1949,138,Romance,7.1,21
Shaitaan,1974,121,"Action, Crime, Drama",5.4,19
Shaitan,2011,121,"Action, Crime, Drama",7.2,8146
Shaitani Dracula,2006,79,Horror,4.3,6
Shaitani Ilaaka,1990,128,Horror,4.8,51
Shakal Pe Mat Ja,2011,140,"Comedy, Crime, Drama",4.9,39
Shakalaka Boom Boom,2007,129,"Drama, Musical, Romance",2.3,604
Shakeela,2020,126,"Biography, Drama",3.2,528
Shakespeare-Wallah,1965,120,"Drama, Romance",6.8,685
Shakthi: The Power,2002,170,"Action, Drama",6,4669
Shakti,1982,166,"Action, Crime, Drama",7.7,1959
Shaktiman,1993,155,"Action, Drama, Romance",2.6,176
Shakuntala,1947,76,Drama,6.7,6
Shakuntala Devi,2020,127,"Biography, Drama",6.1,8456
Shalimar,1978,137,"Action, Adventure, Crime",6.3,529
Sham Ghansham,1998,160,"Action, Drama",3.5,61
Shama,1961,149,"Drama, Musical, Romance",6.5,10
Shama Parwana,1954,147,"Drama, Romance",6.6,23
Shamitabh,2015,155,Drama,6.8,7099
Shandaar,1974,145,"Drama, Family",6.8,29
Shandar,1990,146,"Action, Comedy, Drama",5.2,42
Shanghai,2012,120,"Crime, Drama, Mystery",7.2,9804
Shankar Dada,1976,130,Drama,6.5,26
Shankar Khan,1966,140,"Action, Drama, Sport",5.6,5
Shankar Shambhu,1976,137,"Action, Crime, Drama",5.5,25
Shanti Kranti,1991,142,"Action, Musical, Romance",6,101
Shapath,1984,128,Action,4.3,11
Shapath,1997,140,Action,5.5,90
Sharaabi,1984,180,"Comedy, Drama, Romance",7.4,2716
Sharada,1957,128,"Drama, Romance, Musical",6.6,101
Sharafat,1970,120,"Drama, Romance",7.1,77
Sharafat Chhod Di Main Ne,1976,115,Drama,5.8,24
Sharafat Gayi Tel Lene,2015,108,"Comedy, Drama, Mystery",4.9,273
Sharara,1984,135,Action,6.8,27
Shararat,2002,155,"Comedy, Drama, Romance",4.6,448
Sharda,1981,126,"Drama, Family",5.5,19
Sharmaji Ki Lag Gai,2019,122,Comedy,4.9,251
Sharmeelee,1971,164,"Mystery, Musical, Romance",7,154
Shart,1969,136,"Mystery, Thriller",6.7,36
Shart,1986,134,"Drama, Mystery, Thriller",6.4,40
Shart: The Challenge,2004,136,"Drama, Romance",3.5,152
Shastra,1996,144,"Action, Drama",4.6,83
Shatranj,1969,168,"Thriller, Mystery",6.1,32
Shatru,1986,157,"Action, Adventure, Crime",6.9,40
Shaukeen,1982,127,Comedy,7.2,446
Shaukeen Kaminay,2016,125,"Comedy, Drama",6.1,30
Shaurya: It Takes Courage to Make Right... Right,2008,149,"Crime, Drama, Thriller",7.3,3995
Sheesh Mahal,1950,144,Drama,7.4,15
Sheesha,1986,113,Drama,7.2,53
Sheetalbhabi.com,2011,115,Comedy,3.9,34
Shehar Aur Sapna,1964,120,Drama,6.5,13
Shehnai,1947,133,Romance,4.2,5
Shehri Gabru,2020,62,"Comedy, Crime",8.5,92
Sheikh Chilli,1956,112,"Action, Adventure, Comedy",5.4,9
Sheitaan,2017,110,Horror,4,20
Shera,1999,125,Action,5.1,56
Sheshnaag,1990,145,"Action, Fantasy, Thriller",4.5,81
Shikaar,2000,135,"Action, Mystery",3.6,28
Shikar,1968,139,"Mystery, Thriller",6.6,111
Shikara,2020,118,"Drama, History, Romance",3.8,6399
Shikari,2000,160,"Crime, Drama, Thriller",4.6,431
Shikari,1963,139,"Action, Adventure, Horror",5.7,41
Shikari: The Hunter,1991,162,"Action, Adventure",5.6,55
Shikast,1953,110,Drama,7,41
Shikhar,2005,162,Drama,4.9,1061
Shikshaa,1979,125,"Drama, Family",5.6,9
Shimla Mirchi,2020,129,"Comedy, Romance",4.6,1322
Ship of Theseus,2012,139,Drama,8.1,6922
Shirdi Ke Sai Baba,1977,140,"Biography, Drama",7,229
Shirdi Sai Baba,2001,150,"Drama, Mystery",4.8,178
Shirin Farhad Ki Toh Nikal Padi,2012,111,Romance,4.2,1023
Shiva,1989,161,"Action, Crime, Drama",8.1,3399
Shiva,2006,160,"Action, Crime, Drama",3.9,330
Shiva Ka Insaaf,1985,125,"Action, Adventure, Fantasy",4.6,49
Shiva Shakti,1988,153,"Action, Crime, Drama",4.7,29
Shivaay,2016,153,"Action, Adventure, Drama",6.2,9909
Shobhayatra,2004,100,"Comedy, Drama",4.2,14
Shobhna's Seven Nights,2012,105,"Drama, Romance",6.2,19
Shohrat the Trap,2018,67,Thriller,5.2,101
Shola Aur Shabnam,1961,135,"Drama, Family",7.3,48
Shola Aur Shabnam,1992,165,"Action, Comedy, Drama",6.5,932
Sholay,1975,162,"Action, Adventure, Comedy",8.2,52511
Shool,1999,138,"Action, Crime, Drama",7.7,2932
Shoonya,2006,100,Drama,6.8,31
Shoorveer,1988,147,Drama,5,8
Shootout at Lokhandwala,2007,122,"Action, Crime, History",7.1,9607
Shootout at Wadala,2013,155,"Action, Biography, Crime",5.9,6439
Shor,1972,170,Drama,7.2,337
Shor in the City,2010,112,"Crime, Drama",7.2,3502
Shor Se Shuruaat,2016,125,Drama,6.6,145
Shorgul,2016,132,Drama,5.7,268
Shortcut Romeo,2013,146,"Action, Crime, Drama",2.3,252
Shortcut Safari,2016,101,"Adventure, Drama, Mystery",6.4,70
Shortkut - The Con Is On,2009,142,"Comedy, Drama",3.4,884
Shorts,2013,95,Drama,6.5,444
Showbiz,2007,108,"Action, Drama, Music",3.6,114
Shradhanjali,1981,139,"Drama, Family",7.3,18
Shree,2013,109,"Sci-Fi, Thriller",6.3,269
Shree 420,1955,168,"Comedy, Crime, Drama",8,2612
Shree Ganesh,1962,139,"Adventure, Drama, Fantasy",7.5,6
Shree Krishnarjun Yuddh,1971,136,"Adventure, Drama, History",7,6
Shreelancer,2017,93,Drama,7.2,92
Shreemaan Aashique,1993,152,"Comedy, Romance",4.8,135
Shri Datta Darshanam,1985,143,"Musical, Drama",8.2,19
Shriman Satyawadi,1960,146,"Action, Crime, Drama",7,68
Shriman Shrimati,1982,145,"Comedy, Drama, Family",6.4,139
Shrimanji,1968,160,"Drama, Family",6.6,29
Shringaar,2013,126,"Drama, History",5,7
Shubh Kaamna,1983,138,"Comedy, Drama",6.3,16
Shubh Mangal Savdhan,2017,119,"Comedy, Romance",6.9,9094
Shubh Mangal Zyada Saavdhan,2020,117,"Comedy, Romance",5.8,8208
Shubh Raatri,2020,52,Horror,4.5,67
Shuddh Desi Romance,2013,141,"Comedy, Drama, Romance",6,8447
Shuddhi,2017,114,"Crime, Drama, Thriller",7.9,374
Shukranu,2020,90,Drama,6.4,678
Shukriya: Till Death Do Us Apart,2004,144,"Musical, Drama, Family",5.1,148
Shuruaat Ka Interval,2014,99,Drama,7.2,68
Shuruaat Ka Twist,2019,142,Drama,6.6,9
Shuttlecock Boys,2011,76,"Comedy, Drama",6.2,111
Siddeshwari,1990,123,Documentary,7.5,77
Siddharth,2013,96,Drama,7.3,671
Sikandar,2009,110,"Crime, Drama, Mystery",6.4,262
Sikandar Sadak Ka,1999,144,"Action, Drama",3.9,12
Sikka,1989,180,"Action, Drama",4.5,35
Silence Please... The Dressing Room,2004,100,Thriller,2.9,13
Silence the Court Is in Session,2015,105,Drama,6.2,13
Silence: Can You Hear It,2021,136,"Crime, Thriller",6.6,3324
Silsiilay,2005,134,Drama,4,696
Silsila,1981,182,"Drama, Family, Romance",7.3,2603
Silsila Hai Pyar Ka,1999,150,"Comedy, Drama, Romance",2.5,209
Silvat,2018,45,"Drama, Romance",7.1,168
Simhadriya Simha,2002,157,"Action, Drama",8.5,66
Simmba,2018,158,"Action, Comedy, Crime",5.6,15244
Simran,2017,124,"Crime, Drama, Thriller",5.1,3254
Sindhustan,2019,64,"Documentary, Family, History",9.3,36
Sindoor,1987,162,"Comedy, Drama",5.1,113
Singapore,1960,135,"Crime, Thriller",6.5,71
Singh Is Bliing,2015,141,"Action, Comedy",5,7891
Singh Is King,2008,135,"Action, Comedy, Crime",5.7,14526
Singh Saab the Great,2013,134,"Action, Drama",5.6,2200
Singham,2011,143,"Action, Crime, Drama",6.8,14788
Singham,2019,141,"Action, Drama",5.5,96
Singham Returns,2014,142,"Action, Crime, Drama",5.7,7675
Singhasan,1986,161,"Action, Adventure, Romance",5.1,14
Sins,2005,138,"Drama, Romance, Thriller",4.2,387
Sir,2018,99,"Drama, Romance",7.7,5461
Sir,1993,151,"Crime, Drama, Romance",6.2,336
Sirf Romance: Love by Chance,2007,160,Romance,3.4,8
Sirf....: Life Looks Greener on the Other Side,2008,135,Drama,5.8,96
Siskiyaan,2005,125,"Drama, Thriller",5.1,73
Sitara,1980,125,"Drama, Family",6.5,24
Sivaji,2007,188,"Action, Drama, Thriller",7.5,18422
Sivappathikaaram,2006,112,Action,5.5,86
Six X,2016,133,Drama,6.9,210
Sixteen,2013,138,"Drama, Romance, Thriller",6.3,1680
Siyaah..,2012,97,Horror,5.3,63
Skater Girl,2021,107,"Drama, Family, Sport",6.6,1154
Slender Threads,1973,118,"Action, Drama",7.1,49
Snegithiye,2000,154,"Drama, Musical, Mystery",6.5,276
Sneham Kosam,1999,169,"Action, Drama",6.5,270
Sniffer,2013,137,"Adventure, Comedy, Drama",5.9,680
Soch,2002,145,"Drama, Mystery, Thriller",4.3,86
Socha Na Tha,2005,137,"Comedy, Drama, Romance",7.4,7475
Sohag Raat,1948,143,"Drama, Romance",7.2,6
Sohni Mahiwal,1985,142,"Action, Drama, Romance",6.1,263
Sohni Mahiwal,1958,104,"Musical, Romance",5.9,9
Sold,2014,94,Drama,6.9,1589
Soldier,1998,156,"Action, Drama, Musical",6.2,2757
Solva Saal,1958,135,"Comedy, Romance, Thriller",7,140
Solva Sawan,1979,140,Drama,6,22
Some Where in Delhi,1956,128,"Comedy, Drama, Romance",5.1,9
Son of Dracula,2009,94,"Fantasy, Horror",5.5,8
Son of Hercules,1964,80,Action,2.8,28
Son of Sardaar,2012,141,"Action, Comedy",4,9060
Sona Spa,2013,102,"Drama, Mystery, Thriller",3.5,189
Sonali Cable,2014,127,"Comedy, Drama",5.3,980
Sonchiriya,2019,143,"Action, Crime, Drama",8.1,9572
Sone Ki Chidiya,1958,171,"Drama, Romance",6,34
Sone Pe Suhaaga,1988,163,"Action, Family",4.8,90
Soni,2018,97,"Crime, Drama",7.2,2528
Sons of Ram,2012,85,"Animation, Drama, Musical",6.7,77
Sonu Ke Titu Ki Sweety,2018,138,"Comedy, Romance",7.1,20000
Soorarai Pottru,2020,153,Drama,9.1,83029
Soorma,2018,131,"Biography, Drama, Sport",7.4,4648
Soorma Bhopali,1988,153,Comedy,5.6,60
Sooryavansham,1999,168,"Action, Drama",6.3,2820
Sorry Bhai!,2008,154,"Comedy, Drama, Romance",6.1,1019
SOS: Secrets of Sex,2013,114,Drama,5.8,34
Soul of Sand,2010,99,"Drama, Mystery, Thriller",5.6,82
Soundtrack,2011,132,"Drama, Musical",7.1,826
Souryam,2008,151,"Action, Drama",5.8,167
Souten,1983,160,"Drama, Musical, Romance",5.7,196
Souten Ki Beti,1989,136,"Drama, Family",5.3,55
Souten: The Other Woman,2006,131,Thriller,4.7,43
Spandan,1982,135,Drama,6.1,9
Spark,2014,134,Action,5.9,31
Special 26,2013,144,"Crime, Drama, Thriller",8,52354
Speed,2007,102,"Action, Crime, Thriller",2.9,513
Split Wide Open,1999,103,"Crime, Drama",6.5,222
Spy in Rome,1968,155,"Action, Comedy, Romance",4.9,8
Sree Rama Anjaneya Yuddham,1975,166,"Drama, Fantasy",7.8,29
Sri Anjaneyam,2004,174,"Action, Fantasy",4.6,203
Sri Venkateswara Mahathyam,1960,204,"Drama, Musical",8.5,52
Sssshhh...,2003,163,"Horror, Mystery",4.4,330
Stanley Ka Dabba,2011,96,"Comedy, Drama, Family",7.8,6493
State Rowdy,1989,147,"Action, Crime, Drama",6.3,104
Station,2014,120,"Crime, Drama, Thriller",7.5,90
Stay Alert,1956,153,"Comedy, Drama",8.2,913
Staying Alive,2007,96,"Crime, Drama",6.2,24
Staying Alive,2012,89,Drama,5.6,29
Stoovertpuram Police Station,1991,148,"Action, Drama",6.2,65
Straight,2009,110,"Comedy, Drama",5.8,350
Strangers,2007,100,"Drama, Romance, Thriller",4.9,338
Stree,1961,139,Fantasy,7.5,21
Stree,2018,128,"Comedy, Horror",7.6,29900
Street Dancer 3D,2020,146,"Drama, Music",3.6,5930
Street Fighter,1995,148,Action,5.2,16
Street Fighter: The Legend of Chun-Li,2009,96,"Action, Crime, Fantasy",3.7,23206
Street Singer,1938,135,Drama,6.3,15
Striker,2010,128,"Action, Crime, Drama",6.9,1014
Strings of Passion,2014,100,Drama,6.5,31
Student of the Year,2012,146,"Comedy, Drama, Music",5.3,16038
Student of the Year 2,2019,146,"Action, Comedy, Drama",2.2,17483
Stumped,2003,121,"Comedy, Drama, Sport",2.6,121
Style,2001,157,"Comedy, Musical, Mystery",6.7,1859
Subah Ka Tara,1954,107,Romance,5.4,9
Subha-O-Sham,1971,180,"Action, Comedy, Drama",6.5,31
Subhas Chandra,1966,130,"Biography, Drama, History",8.2,41
Suddha,2005,105,Drama,7.2,13
Sudesi,2005,139,"Action, Crime, Drama",3.7,35
Sudhandhiram,2000,145,"Action, Crime, Drama",4,44
Suhaag,1979,164,"Action, Drama, Musical",6.7,1053
Suhaag,1994,145,"Action, Comedy, Drama",5.7,1755
Suhaag Raat,1968,160,"Drama, Romance",4.8,29
Suhagan,1986,143,Romance,6.1,43
Suhana Safar,1970,130,"Comedy, Drama",6.4,45
Sui Dhaaga,2018,122,"Comedy, Drama",6.8,7421
Sujata,1960,161,"Drama, Romance",7.3,326
Sulemani Keeda,2014,89,"Comedy, Romance",7.1,2478
Sullan,2004,138,"Action, Crime, Drama",3.2,359
Sultaan,2000,120,"Action, Drama",5.6,54
Sultan,2016,170,"Action, Drama, Sport",7,41777
Summer 2007,2008,166,"Crime, Drama, Thriller",6.2,238
Summer Camp,2018,128,"Comedy, Drama",7.1,16
Sun Meri Laila,1983,143,Romance,6.9,11
Sun Sajna,1982,138,"Drama, Family, Romance",6.3,21
Sun Zarra,2006,125,"Drama, Romance",5.4,18
Sunayana,1979,131,"Comedy, Drama, Romance",5.9,39
Sunday,2008,135,"Action, Comedy, Mystery",5.3,2619
Sunehre Din,1949,143,Drama,6.6,30
Sunghursh,1968,175,"Action, Crime, Drama",6.8,93
Sunglass,2013,100,"Comedy, Drama, Thriller",5.4,30
Sunn Raha Hai Na,2017,56,"Drama, Romance",6.1,7
Sunny,1984,114,"Drama, Romance",5.6,128
Suno Na.. Ek Nanhi Aawaz,2009,127,Drama,4.5,6
Suno Sasurjee,2004,169,"Action, Comedy, Musical",2.5,147
Sunset Bollywood,2005,60,Documentary,8.6,663
Sunshine Music Tours & Travels,2016,110,Comedy,6.5,31
Suntan,1976,121,Drama,6.8,20
Supari,2003,142,"Action, Crime, Drama",4.3,136
Supari - The Quest Begins Now,2014,90,Crime,5.9,33
Super 30,2019,154,"Biography, Drama",8,23000
Super Model,2013,83,"Drama, Mystery, Romance",1.9,180
Super Nani,2014,133,"Comedy, Drama, Family",4.6,398
Super Police,1994,95,"Action, Thriller",5.5,70
Superman,1987,123,"Action, Adventure, Sci-Fi",4.5,301
Supermen of Malegaon,2008,66,Documentary,8,648
Superstar,2008,120,"Drama, Romance",6,707
Sur,2002,136,"Drama, Musical, Romance",6.4,475
Sur Sangam,1985,149,"Comedy, Drama, Musical",6.8,45
Suraj,1966,155,"Romance, Musical, Action",6.7,124
Suraj Aur Chanda,1973,131,"Action, Fantasy",5.7,10
Suraj Pe Mangal Bhari,2020,139,Comedy,5.9,3011
Surakksha,1979,132,"Action, Adventure, Crime",7.3,95
Surakshaa,1995,148,"Action, Romance, Thriller",4.1,188
Surkhaab,2014,100,"Adventure, Drama, Thriller",6.3,68
Surkhiyaan (The Headlines),1985,134,"Action, Crime, Drama",5.4,16
Suryavanshi,1992,161,"Fantasy, Horror",4.5,923
Susman,1987,140,Drama,7.3,26
Swades,2004,189,Drama,8.2,85340
Swami,1977,129,Drama,6.5,196
Swami,2007,140,Drama,6.8,374
Swami Dada,1982,151,"Action, Drama",6.3,87
Swarg,1990,160,Drama,6.7,1255
Swarg Narak,1978,164,"Comedy, Drama, Romance",5.5,57
Swati,1986,151,Drama,6.7,103
Swayamvar,1980,161,"Comedy, Drama, Romance",7.4,85
Sweekar Kiya Maine,1983,170,"Comedy, Drama",6.1,22
Sweetiee Weds NRI,2017,116,"Comedy, Drama, Romance",3.4,244
Switchh,2021,130,"Action, Thriller",4.2,11
T for Taj Mahal,2018,104,Drama,8.7,93
Ta Ra Rum Pum,2007,153,"Comedy, Drama, Family",5.6,4409
Taal,1999,179,"Drama, Musical, Romance",6.7,5068
Taanashah,2020,101,"Action, Drama",7.3,25
Taaqat,1995,180,"Crime, Romance",4.8,90
Taarzan: The Wonder Car,2004,163,"Action, Fantasy, Thriller",4.5,2781
Tabaahi: The Destroyer,1999,133,Action,4.4,21
Table No. 21,2013,108,"Adventure, Drama, Thriller",7.2,11709
Tada,2003,154,Action,4.7,24
Tadap,1990,135,Drama,5.6,8
Tadipaar,1993,134,"Action, Drama",4.7,142
Tahalka,1992,168,"Action, Adventure, Thriller",5.7,316
Tahkhana,1986,117,"Action, Drama, Horror",5.4,169
Tahqiqaat,1993,139,"Crime, Mystery",5.3,26
Taish,2020,143,"Action, Thriller",7.5,3703
Taj,1956,138,"Drama, Music",6.6,8
Taj Mahal: A Monument of Love,2003,235,"Drama, History, Romance",6.7,51
Taj Mahal: An Eternal Love Story,2005,164,"Drama, History, Musical",5,161
Tajurba,1981,140,"Action, Adventure",5.7,12
Taking the Horse to Eat Jalebis,2019,121,Drama,6.1,50
Takkar,1995,143,"Action, Crime, Drama",4.6,195
Takkar,1980,157,Drama,5.4,36
Talaaq,1958,182,Drama,6.7,19
Talaash,2012,140,"Crime, Drama, Mystery",7.2,40234
Talaash: The Hunt Begins...,2003,153,"Action, Drama, Mystery",4.7,1411
Talaashi,1996,157,"Crime, Drama",4.3,34
Talash,1969,175,"Romance, Thriller",6.6,155
Tales of Siva 1,2009,65,"Animation, Family, History",5.5,6
Tallukh,2020,83,"Crime, Drama, Romance",5.4,56
Talvar,2015,132,"Crime, Drama, Mystery",8.2,32313
Tamacha,1988,165,"Action, Romance",4,50
Tamanchey: Pyar Mein Dil Pe Maar De Goli,2014,113,"Crime, Romance",4.4,308
Tamanna,1998,127,Drama,6.8,302
Tamasha,1952,127,Drama,7.6,38
Tamasha,2015,139,"Comedy, Drama, Romance",7.3,24623
Tan-Badan,1986,115,Drama,5.1,37
Tangewala,1972,139,"Action, Crime, Drama",5.6,29
Tangewali,1955,120,"Drama, Family",8.4,5
Tango Charlie,2005,142,"Action, Adventure, Drama",6,1789
Tanhaji: The Unsung Warrior,2020,135,"Action, Biography, Drama",7.6,22344
Tank Cleaner,2021,155,Thriller,8.7,20
Tansen,1943,122,"Drama, Musical, Romance",7.5,26
Tanu Weds Manu,2011,113,"Comedy, Drama, Romance",6.8,13804
Tanu Weds Manu Returns,2015,128,"Comedy, Drama, Romance",7.6,26843
Tapasya,1976,133,"Drama, Family",7.2,48
Tapish,2000,144,Drama,6,20
Taqdeer,1967,108,"Drama, Family",6.3,35
Taqdeer Ka Tamasha,1990,217,"Action, Crime, Drama",4.2,40
Taqdeerwala,1995,162,"Action, Comedy, Fantasy",6.5,414
Tara Mira,2019,120,Drama,7.3,31
Tara: The Journey of Love and Passion,2013,110,Drama,5.5,43
Tarana,1979,111,"Musical, Romance",6.9,37
Tarang,1984,171,Drama,6.9,47
Tarazu,1997,144,"Action, Crime, Drama",4.5,589
Target,1995,122,Drama,7.6,73
Tarkeeb,1984,136,"Action, Crime, Drama",4.6,9
Tarkieb,2000,156,"Mystery, Thriller",5,233
Tarpan (The Absolution),1995,140,"Drama, History",7.2,67
Tarpan: The Salvation,2019,104,Drama,8.1,31
Tarzan 303,1970,131,Action,3.8,6
Tarzan and King Kong,1965,128,"Action, Adventure, Romance",5.6,27
Tarzan Aur Jadui Chirag,1966,136,Adventure,3.8,9
Tarzan's Daughter,2002,99,"Action, Adventure, Musical",4.5,11
Tashan,2008,120,"Action, Drama, Romance",3.9,5037
Tathagatha Buddha The Life & Times of Gautama Buddha,2008,127,"Biography, Drama",6.9,14
Tathastu,2006,113,"Crime, Drama, Thriller",4.4,460
Tauba Tauba,2004,121,"Comedy, Drama",2.6,93
Tawai: A Voice from the Forest,2017,101,Documentary,7.4,238
Tawaif,1985,160,"Comedy, Drama, Romance",7.1,104
Taxi Chor,1980,103,"Crime, Thriller",5.2,20
Taxi Driver,1954,133,"Musical, Romance",6.9,257
Taxi Driver,1973,118,Romance,6.3,30
Taxi No. 9 2 11: Nau Do Gyarah,2006,116,"Comedy, Drama, Thriller",7.3,9418
Taxi Taxie,1977,123,"Adventure, Comedy, Drama",6.4,37
Te3n,2016,136,"Drama, Mystery, Thriller",7.3,12118
Team: The Force,2009,115,"Action, Comedy",4,68
Teen Bahuraniyan,1968,160,Comedy,6.8,53
Teen Chor,1973,126,"Action, Crime, Drama",5.8,9
Teen Devian,1965,121,"Musical, Romance",6.9,182
Teen Patti,2010,140,"Crime, Drama, Thriller",4.1,1457
Teen Sardar,1965,125,"Action, Adventure, Drama",6.3,10
Teen Sau Din Ke Baad,1938,158,Adventure,6.4,10
Teen Taal,2016,120,Drama,7.5,27
Tees Maar Khan,2010,135,"Comedy, Crime",2.6,11981
Teesra Kaun,1965,127,"Action, Crime, Drama",6.3,17
Teesra Kaun?,1994,160,"Comedy, Thriller",5.2,133
Teesri Aankh,1982,151,"Action, Thriller",6.4,73
Teesri Aankh: The Hidden Camera,2006,111,"Action, Crime, Thriller",2.6,300
Teesri Kasam,1966,159,"Comedy, Drama, Romance",7.9,746
Teesri Manzil,1966,172,"Comedy, Musical, Mystery",7.7,1135
Tehzeeb,2003,143,Drama,5.9,525
Tejasvini,1994,169,"Action, Drama",6.3,89
Telephone,1985,116,Thriller,6.3,27
Tell Me O Kkhuda,2011,125,"Action, Crime, Drama",2.5,351
Ten,2005,152,"Action, Crime, Drama",5.5,3182
Tennis Buddies,2019,153,Drama,5.4,43
Tera Intezaar,2017,108,"Romance, Thriller",1.8,262
Tera Jadoo Chal Gayaa,2000,143,"Musical, Romance",3,560
Tera Kya Hoga Johnny,2009,155,"Crime, Drama, Thriller",6,210
Tera Mera Saath Rahen,2001,148,Drama,4.9,311
Tera Mera Tedha Medha,2015,107,Comedy,4,9
Teraa Surroor,2016,106,"Action, Drama, Romance",2.6,840
Tere Bin Laden,2010,95,"Comedy, Drama",7.2,10234
Tere Bin Laden: Dead Or Alive,2016,104,Comedy,4.3,860
Tere Bina Kya Jeena,1989,127,Family,5.1,13
Tere Ghar Ke Samne,1963,149,"Romance, Musical, Comedy",7.4,394
Tere Ishq Nachaya,2010,122,Romance,2.4,8
Tere Liye,2001,138,"Drama, Family, Musical",5.3,52
Tere Mere Phere,2011,120,"Comedy, Drama, Romance",5.3,243
Tere Mere Sapne,1971,175,"Drama, Romance",7.2,223
Tere Mere Sapne,1996,146,"Action, Comedy, Drama",6.2,483
Tere Naal Love Ho Gaya,2012,130,"Comedy, Drama, Romance",5.8,4120
Tere Pyaar Mein,1978,103,Musical,5.9,7
Teree Sang: A Kidult Love Story,2009,132,"Drama, Romance",6.2,589
Teri Baahon Mein,1984,120,Romance,6.1,22
Teri Bhabhi Hai Pagle,2018,125,"Action, Comedy",3.1,125
Teri Dilli Meri Dili,2014,73,Drama,7,10
Teri Diwali Meri Christmas,2020,68,"Adventure, Fantasy, Romance",5.7,23
Teri Kasam,1982,195,Romance,6.7,48
Teri Maang Sitaron Se Bhar Doon,1982,155,Family,5,11
Teri Meherbaniyan,1985,140,"Action, Crime, Drama",5.4,236
Teri Meri Kahaani,2012,117,"Comedy, Drama, Romance",4.7,3873
Teri Payal Mere Geet,1993,120,"Drama, Romance",5.3,36
Terror,2016,130,"Action, Crime, Thriller",6.8,71
Terror Strike,2018,104,Action,6.2,9
Tevar,2015,157,"Action, Drama, Romance",4,3014
Tezaab,1988,173,"Action, Drama, Romance",7,2026
Tezz,2012,121,"Action, Crime, Drama",3.9,2254
Thackeray,2019,120,"Biography, Drama",5.2,3005
Thakshak,1999,163,"Action, Crime, Drama",5.9,583
Thamizhan,2002,162,"Action, Drama",5.7,1633
Thanedaar,1990,151,"Action, Crime, Drama",5.6,368
Thanga Magan,1983,141,"Action, Drama",6.1,100
Thank You,2011,125,Comedy,4.7,5433
Thanks Maa,2009,120,"Crime, Drama",7.9,698
Thappad,2020,142,Drama,6.8,15063
That Girl in Yellow Boots,2010,103,"Crime, Drama, Mystery",6.7,3608
That's What It's All About: The Journey of Prem Ratan Dhan Payo,2016,65,Documentary,4.2,10
Thavasi,2001,165,"Action, Comedy, Drama",4.8,100
Thayillamal Nannilai,1979,135,"Action, Drama",6.3,60
The Accidental Prime Minister,2019,112,"Biography, Drama",6,6373
The Angrez,2005,110,Comedy,7.3,425
The Angrez 2,2015,99,"Action, Comedy",7.1,57
The Announcement of War,1989,149,Action,5.7,81
The Arms Drop,2014,94,"Documentary, Biography, Drama",6.8,139
The Attacks of 26/11,2013,116,"Action, Crime, Drama",6.9,4752
The BFG,2016,117,"Adventure, Family, Fantasy",6.4,79642
The Big Bull,2021,153,"Biography, Crime, Drama",6.1,11536
The Blue Umbrella,2005,90,"Comedy, Drama, Family",7.4,1952
The Blueberry Hunt,2016,110,"Action, Thriller",5.6,198
The Body,2019,101,"Mystery, Thriller",5.4,2965
The Brawler,2017,154,"Action, Drama, Sport",8,6847
The Bright Day,2013,90,Drama,5.9,126
The Burning Train,1980,142,"Action, Thriller",6.8,1442
The Chess Players,1977,129,"Comedy, Drama, History",7.6,3316
The Churning,1976,134,Drama,7.7,540
The Court Dancer: Raj Narkati,1941,144,Drama,6.4,19
The Darjeeling Limited,2007,91,"Adventure, Comedy, Drama",7.2,185127
The Dark Side of Life: Mumbai City,2018,125,Drama,5.9,478
The Deceivers,1988,102,"Adventure, Crime, Drama",6.1,944
The Dirty MMS,2014,93,Drama,2.4,18
The Dirty Picture,2011,144,"Biography, Comedy, Drama",6.6,8931
The Dirty Relation,2013,121,Thriller,3.6,12
The Don,1995,135,"Crime, Drama",6,85
The Dream Job,2017,138,Drama,6,14
The Elder One,2019,125,"Action, Crime, Drama",7.5,1707
The Fakir of Venice,2009,87,Drama,5.1,265
The Fiancee,1953,151,"Drama, Romance",6.9,137
The Film,2005,144,"Crime, Drama, Mystery",6.4,84
The Film Emotional Atyachar,2010,87,"Comedy, Crime, Drama",6,291
The Film Love.Com... The Ultimate Killing Site,2010,92,"Action, Crime, Drama",3.4,16
The Final Exit,2017,119,Horror,6.2,41
The Firm Land,2008,95,Drama,5.4,13
